OG0004705	CINO.Sp34_Chr5	4800685	4805730
OG0004706	CINO.Sp34_ChrX	12644311	12644850
OG0004707	CINO.Sp34_Chr3	2315542	2317165
OG0004708	CINO.Sp34_Chr5	15901430	15903952
OG0004709	CINO.Sp34_Chr5	22796091	22798311
OG0004710	CINO.Sp34_Chr3	1301817	1303530
OG0004712	CINO.Sp34_Chr5	14471235	14473088
OG0004713	CINO.Sp34_Chr1	5481446	5485872
OG0004714	CINO.Sp34_ChrX	3583250	3596589
OG0004716	CINO.Sp34_Chr5	15371890	15374463
OG0004718	CINO.Sp34_Chr1	10227485	10235005
OG0004719	CINO.Sp34_Chr4	17153833	17164375
OG0004724	CINO.Sp34_Chr3	1030421	1032796
OG0004727	CINO.Sp34_Chr5	5688668	5700467
OG0004728	CINO.Sp34_Chr5	6425978	6429978
OG0004729	CINO.Sp34_Chr5	6445340	6452417
OG0004730	CINO.Sp34_Chr3	4705557	4711395
OG0004731	CINO.Sp34_Chr5	23013789	23016647
OG0004732	CINO.Sp34_Chr4	11537824	11539238
OG0004733	CINO.Sp34_Chr4	14786850	14789281
OG0004735	CINO.Sp34_Chr3	6581879	6583324
OG0004736	CINO.Sp34_ChrX	3485592	3494628
OG0004739	CINO.Sp34_Chr2	566984	578713
OG0004740	CINO.Sp34_Chr3	3582119	3585810
OG0004743	CINO.Sp34_ChrX	15312391	15315769
OG0004744	CINO.Sp34_Chr2	6270860	6275381
OG0004745	CINO.Sp34_Chr1	1334912	1338130
OG0004746	CINO.Sp34_Chr2	3614871	3616728
OG0004748	CINO.Sp34_Chr4	7468882	7474951
OG0004749	CINO.Sp34_Chr2	473002	474007
OG0004750	CINO.Sp34_Chr1	40445	43947
OG0004754	CINO.Sp34_Chr4	11830739	11832635
OG0004755	CINO.Sp34_Chr3	8392512	8393336
OG0004756	CINO.Sp34_Chr3	10585980	10588044
OG0004758	CINO.Sp34_Chr1	9637564	9643468
OG0004759	CINO.Sp34_Chr1	4138401	4144574
OG0004760	CINO.Sp34_Chr3	5978627	5996290
OG0004762	CINO.Sp34_ChrX	9531414	9535956
OG0004763	CINO.Sp34_ChrX	13891003	13892785
OG0004764	CINO.Sp34_Chr5	12448986	12453622
OG0004766	CINO.Sp34_Chr2	14257641	14261177
OG0004767	CINO.Sp34_Chr4	19254003	19259991
OG0004768	CINO.Sp34_Chr1	4621048	4622404
OG0004769	CINO.Sp34_Chr1	6991878	6995344
OG0004771	CINO.Sp34_Chr1	9278229	9281828
OG0004772	CINO.Sp34_ChrX	4447811	4452679
OG0004776	CINO.Sp34_Chr2	13246744	13257446
OG0004777	CINO.Sp34_Chr2	19437478	19439451
OG0004778	CINO.Sp34_Chr2	13145386	13150730
OG0004779	CINO.Sp34_Chr2	2992387	3010988
OG0004780	CINO.Sp34_Chr1	19934190	19940256
OG0004781	CINO.Sp34_Chr5	12375169	12379465
OG0004782	CINO.Sp34_ChrX	13578391	13591399
OG0004783	CINO.Sp34_ChrX	9943678	9944474
OG0004784	CINO.Sp34_Chr2	9443380	9446365
OG0004785	CINO.Sp34_Chr1	10187329	10196328
OG0004786	CINO.Sp34_Chr5	17192682	17194673
OG0004787	CINO.Sp34_Chr1	9249686	9251305
OG0004788	CINO.Sp34_Chr1	9242232	9247584
OG0004789	CINO.Sp34_Chr4	7377716	7381421
OG0004790	CINO.Sp34_Chr5	1319376	1320412
OG0004791	CINO.Sp34_Chr3	2617721	2625455
OG0004796	CINO.Sp34_Chr5	14074512	14076982
OG0004799	CINO.Sp34_Chr2	8699606	8705950
OG0004800	CINO.Sp34_Chr3	6696086	6697248
OG0004801	CINO.Sp34_Chr2	16448961	16457518
OG0004805	CINO.Sp34_Chr5	11961501	11962301
OG0004806	CINO.Sp34_Chr4	17051919	17053568
OG0004807	CINO.Sp34_Chr1	518751	525399
OG0004808	CINO.Sp34_Chr4	6029549	6045128
OG0004809	CINO.Sp34_Chr2	149958	156171
OG0004810	CINO.Sp34_Chr1	7935186	7946113
OG0004811	CINO.Sp34_Chr2	14956285	14959065
OG0004812	CINO.Sp34_Chr1	13907148	13908311
OG0004813	CINO.Sp34_Chr1	1770918	1772558
OG0004814	CINO.Sp34_Chr3	10094813	10097937
OG0004815	CINO.Sp34_Chr3	10089734	10093535
OG0004816	CINO.Sp34_ChrX	1244167	1248057
OG0004817	CINO.Sp34_ChrX	9232189	9234227
OG0004819	CINO.Sp34_ChrX	8669107	8672696
OG0004822	CINO.Sp34_Chr3	14273845	14278804
OG0004825	CINO.Sp34_Chr4	11388671	11393149
OG0004826	CINO.Sp34_Chr5	8777251	8778098
OG0004827	CINO.Sp34_Chr2	6498813	6501038
OG0004829	CINO.Sp34_Chr1	16669512	16680380
OG0004830	CINO.Sp34_Chr5	17272523	17274739
OG0004831	CINO.Sp34_Chr3	122412	128708
OG0004832	CINO.Sp34_Chr1	145534	148369
OG0004833	CINO.Sp34_Chr4	5411775	5416806
OG0004835	CINO.Sp34_ChrX	16185148	16194839
OG0004837	CINO.Sp34_Chr1	13966231	13968858
OG0004839	CINO.Sp34_Chr5	12916813	12920292
OG0004845	CINO.Sp34_Chr1	1430125	1432085
OG0004847	CINO.Sp34_Chr5	1521286	1522735
OG0004848	CINO.Sp34_Chr5	16685477	16688225
OG0004850	CINO.Sp34_Chr3	16632270	16634618
OG0004853	CINO.Sp34_Chr1	12467514	12473907
OG0004854	CINO.Sp34_Chr1	912980	915336
OG0004855	CINO.Sp34_Chr4	6567681	6570369
OG0004857	CINO.Sp34_Chr2	1940137	1946373
OG0004858	CINO.Sp34_Chr1	14802731	14804400
OG0004861	CINO.Sp34_Chr3	13329861	13331089
OG0004862	CINO.Sp34_Chr4	14799252	14806183
OG0004863	CINO.Sp34_ChrX	4412501	4417104
OG0004864	CINO.Sp34_Chr5	22384885	22394289
OG0004865	CINO.Sp34_Chr4	7791916	7797521
OG0004866	CINO.Sp34_Chr4	16903895	16908445
OG0004867	CINO.Sp34_Chr5	12003848	12005951
OG0004869	CINO.Sp34_Chr3	11926614	11931294
OG0004870	CINO.Sp34_ChrX	5827944	5830930
OG0004871	CINO.Sp34_Chr1	17918627	17921056
OG0004872	CINO.Sp34_Chr4	12533243	12535573
OG0004873	CINO.Sp34_Chr1	12830703	12840591
OG0004875	CINO.Sp34_Chr4	6867123	6869642
OG0004876	CINO.Sp34_Chr1	8529870	8535058
OG0004877	CINO.Sp34_Chr3	15268319	15272199
OG0004878	CINO.Sp34_Chr1	13892678	13898336
OG0004879	CINO.Sp34_Chr4	14333248	14348764
OG0004880	CINO.Sp34_Chr4	6991260	7003313
OG0004881	CINO.Sp34_Chr2	2197559	2210561
OG0004882	CINO.Sp34_Chr2	13168423	13180341
OG0004883	CINO.Sp34_Chr2	14562934	14575622
OG0004885	CINO.Sp34_Chr5	8607491	8614504
OG0004887	CINO.Sp34_Chr5	8163088	8163954
OG0004889	CINO.Sp34_Chr2	4643609	4648123
OG0004891	CINO.Sp34_Chr2	8648031	8651269
OG0004892	CINO.Sp34_ChrX	17321527	17326393
OG0004893	CINO.Sp34_Chr1	467026	471161
OG0004894	CINO.Sp34_Chr1	3339528	3341263
OG0004896	CINO.Sp34_Chr2	679615	682097
OG0004897	CINO.Sp34_Chr4	13379977	13382281
OG0004898	CINO.Sp34_Chr3	7324331	7326429
OG0004900	CINO.Sp34_Chr2	16552614	16564664
OG0004901	CINO.Sp34_Chr3	16823157	16835964
OG0004904	CINO.Sp34_Chr1	339203	340905
OG0004905	CINO.Sp34_Chr1	3868698	3873416
OG0004906	CINO.Sp34_Chr3	7805556	7807401
OG0004909	CINO.Sp34_Chr3	14575574	14588183
OG0004910	CINO.Sp34_Chr3	4326758	4329206
OG0004911	CINO.Sp34_Chr3	3540264	3561155
OG0004914	CINO.Sp34_Chr2	6322855	6327222
OG0004915	CINO.Sp34_Chr5	16808338	16812330
OG0004916	CINO.Sp34_Chr4	6264015	6265483
OG0004917	CINO.Sp34_Chr4	17886206	17889423
OG0004918	CINO.Sp34_Chr4	16608084	16612538
OG0004919	CINO.Sp34_Chr1	9495658	9498861
OG0004920	CINO.Sp34_Chr3	15864463	15865285
OG0004921	CINO.Sp34_Chr3	14281005	14285469
OG0004922	CINO.Sp34_Chr3	18377881	18378590
OG0004923	CINO.Sp34_Chr1	7254614	7255302
OG0004926	CINO.Sp34_Chr1	7919231	7920350
OG0004928	CINO.Sp34_Chr4	8555595	8556406
OG0004929	CINO.Sp34_ChrX	572918	574198
OG0004930	CINO.Sp34_Chr1	14767992	14771682
OG0004931	CINO.Sp34_ChrX	6353126	6359152
OG0004932	CINO.Sp34_Chr5	10637530	10638975
OG0004933	CINO.Sp34_Chr3	1321458	1323623
OG0004935	CINO.Sp34_Chr1	13316734	13319724
OG0004938	CINO.Sp34_Chr3	336238	338547
OG0004939	CINO.Sp34_Chr5	14817514	14818860
OG0004946	CINO.Sp34_Chr1	1525979	1528100
OG0004948	CINO.Sp34_Chr5	9576555	9581600
OG0004949	CINO.Sp34_Chr1	13508593	13511379
OG0004951	CINO.Sp34_Chr2	15518260	15520299
OG0004952	CINO.Sp34_Chr1	9429418	9430921
OG0004953	CINO.Sp34_Chr3	3478049	3478372
OG0004954	CINO.Sp34_Chr4	4717967	4719342
OG0004955	CINO.Sp34_Chr3	6419591	6432531
OG0004958	CINO.Sp34_Chr2	9162641	9168942
