OG0006454	NNAJ.chr_1	62884358	62888330
OG0006455	NNAJ.chr_2	46091555	46097701
OG0006478	NNAJ.chr_1	60669753	60676229
OG0006491	NNAJ.chr_4	30648151	30650656
OG0006499	NNAJ.chr_9	4872267	4880923
OG0006519	NNAJ.chr_5	8200897	8213258
OG0006522	NNAJ.chr_4	46869480	46885577
OG0006525	NNAJ.chr_10	6857567	6859068
OG0006526	NNAJ.chr_6	6229420	6232681
OG0006546	NNAJ.chr_1	14034062	14039617
OG0006553	NNAJ.chr_1	50004305	50024955
OG0006557	NNAJ.chr_12	6569819	6573934
OG0006562	NNAJ.chr_4	42333198	42341994
OG0006563	NNAJ.chr_11	10711828	10717218
OG0006578	NNAJ.chr_12	3051841	3062121
OG0006579	NNAJ.chr_3	28973285	28988057
OG0006583	NNAJ.chr_12	12289133	12295440
OG0006587	NNAJ.chr_5	34804164	34812513
OG0006595	NNAJ.chr_4	20242076	20257092
OG0006597	NNAJ.chr_13	12992823	12994632
OG0006598	NNAJ.chr_12	18572883	18579969
OG0006604	NNAJ.chr_17	7421217	7427799
OG0006621	NNAJ.chr_1	33022031	33030707
OG0006623	NNAJ.chr_3	10648102	10657859
OG0006629	NNAJ.chr_8	17335782	17357078
OG0006638	NNAJ.chr_3	27244979	27249512
OG0006640	NNAJ.chr_1	2773359	2780649
OG0006649	NNAJ.chr_10	3965159	3979540
OG0006652	NNAJ.chr_7	2178621	2181120
OG0006653	NNAJ.chr_12	4191229	4194676
OG0006657	NNAJ.chr_1	55814181	55825350
OG0006665	NNAJ.chr_11	13610885	13621645
OG0006668	NNAJ.chr_3	9292863	9294851
OG0006671	NNAJ.chr_1	12484280	12496471
OG0006672	NNAJ.chr_17	13982736	14004958
OG0006674	NNAJ.chr_4	5649197	5653966
OG0006680	NNAJ.chr_7	25696838	25706115
OG0006681	NNAJ.chr_6	9265839	9289544
OG0006691	NNAJ.chr_6	33188711	33193206
OG0006702	NNAJ.chr_4	42316645	42322971
OG0006706	NNAJ.chr_12	26891146	26901279
OG0006709	NNAJ.chr_5	11025867	11036802
OG0006711	NNAJ.chr_8	19081659	19082939
OG0006717	NNAJ.chr_4	25476348	25481728
OG0006723	NNAJ.chr_1	29000345	29005638
OG0006725	NNAJ.chr_17	1783585	1798417
OG0006733	NNAJ.chr_9	28922861	28934349
OG0006735	NNAJ.chr_5	14161864	14168399
OG0006736	NNAJ.chr_16	15258404	15264883
OG0006742	NNAJ.chr_4	35736990	35743598
OG0006750	NNAJ.chr_13	4675628	4678702
OG0006758	NNAJ.chr_3	36675020	36683699
OG0006762	NNAJ.chr_4	13738851	13751669
OG0006763	NNAJ.chr_8	34597606	34600379
OG0006769	NNAJ.chr_15	3378339	3389647
OG0006770	NNAJ.chr_10	25142165	25147710
OG0006772	NNAJ.chr_8	12543838	12553146
OG0006774	NNAJ.chr_15	13285662	13291259
OG0006776	NNAJ.chr_8	18017087	18030479
OG0006777	NNAJ.chr_1	53741985	53743599
OG0006779	NNAJ.chr_4	30891190	30893654
OG0006783	NNAJ.chr_17	3878960	3885340
OG0006784	NNAJ.chr_13	7249508	7252918
OG0006786	NNAJ.chr_1	35708806	35709768
OG0006787	NNAJ.chr_2	18585526	18589719
OG0006788	NNAJ.chr_15	3941271	3949768
OG0006795	NNAJ.chr_5	40988871	41004035
OG0006796	NNAJ.chr_13	23499298	23511480
OG0006801	NNAJ.chr_15	11086875	11093557
OG0006805	NNAJ.chr_13	22388225	22390615
OG0006806	NNAJ.chr_11	6306645	6328626
OG0006808	NNAJ.chr_1	52521338	52527452
OG0006810	NNAJ.chr_12	14046323	14054421
OG0006811	NNAJ.chr_3	34152756	34154216
OG0006815	NNAJ.chr_7	22150868	22152332
OG0006818	NNAJ.chr_1	57086785	57090670
OG0006820	NNAJ.chr_13	11851797	11855649
OG0006824	NNAJ.chr_9	28635568	28648911
OG0006825	NNAJ.chr_14	14030175	14051334
OG0006827	NNAJ.chr_8	16375393	16384285
OG0006829	NNAJ.chr_5	8874740	8878882
OG0006832	NNAJ.chr_12	27412449	27422923
OG0006836	NNAJ.chr_2	19899039	19911131
OG0006838	NNAJ.chr_11	11458158	11469681
OG0006839	NNAJ.chr_3	2538148	2545304
OG0006843	NNAJ.chr_5	15184942	15189893
OG0006845	NNAJ.chr_1	26948730	26965977
OG0006846	NNAJ.chr_1	44588517	44625643
OG0006849	NNAJ.chr_4	26104130	26119741
OG0006851	NNAJ.chr_9	22865446	22886472
OG0006854	NNAJ.chr_3	31281687	31286182
OG0006859	NNAJ.chr_5	7647439	7661386
OG0006860	NNAJ.chr_6	6391099	6396027
OG0006861	NNAJ.chr_14	20802339	20805532
OG0006862	NNAJ.chr_15	24339005	24342872
OG0006864	NNAJ.chr_8	15180128	15190407
OG0006870	NNAJ.chr_9	2183285	2188879
OG0006872	NNAJ.chr_4	8470600	8475613
OG0006874	NNAJ.chr_5	27073779	27085807
OG0006878	NNAJ.chr_16	19693066	19707981
OG0006881	NNAJ.chr_6	36618529	36624039
OG0006886	NNAJ.chr_7	2366534	2370728
OG0006889	NNAJ.chr_12	19684873	19697771
OG0006893	NNAJ.chr_9	23426329	23449533
OG0006910	NNAJ.chr_17	664901	665986
OG0006911	NNAJ.chr_10	14777024	14778088
OG0006912	NNAJ.chr_10	31152896	31154260
OG0006918	NNAJ.chr_4	30496862	30509317
OG0006923	NNAJ.chr_16	11436803	11442961
OG0006924	NNAJ.chr_7	33273732	33276908
OG0006925	NNAJ.chr_6	27605889	27612768
OG0006929	NNAJ.chr_11	13270080	13285577
OG0006930	NNAJ.chr_1	33409111	33412375
OG0006931	NNAJ.chr_5	15324014	15329188
OG0006934	NNAJ.chr_1	30053967	30063569
OG0006935	NNAJ.chr_15	11634837	11643823
OG0006936	NNAJ.chr_11	4528588	4543877
OG0006944	NNAJ.chr_1	25624626	25624970
OG0006950	NNAJ.chr_8	1842088	1851009
OG0006957	NNAJ.chr_12	4205446	4215119
OG0006958	NNAJ.chr_4	16392911	16394715
OG0006959	NNAJ.chr_3	42098318	42111283
OG0006963	NNAJ.chr_11	8060458	8069292
OG0006966	NNAJ.chr_7	7989899	8003142
OG0006969	NNAJ.chr_14	13727711	13732747
OG0006970	NNAJ.chr_17	2876860	2880426
OG0006984	NNAJ.chr_9	2669982	2674004
OG0006987	NNAJ.chr_2	33347346	33351870
OG0006989	NNAJ.chr_1	15423086	15434825
OG0006990	NNAJ.chr_5	39954931	39975339
OG0006991	NNAJ.chr_9	4426974	4433195
OG0006993	NNAJ.chr_6	32006824	32009653
OG0006995	NNAJ.chr_5	4414915	4417558
OG0006996	NNAJ.chr_3	282273	284536
OG0007004	NNAJ.chr_12	3814953	3821332
OG0007007	NNAJ.chr_16	18579288	18595803
OG0007009	NNAJ.chr_13	10154230	10162391
OG0007010	NNAJ.chr_12	24451623	24458467
OG0007014	NNAJ.chr_1	22288768	22309450
OG0007017	NNAJ.chr_3	254093	255529
OG0007021	NNAJ.chr_1	44325685	44337061
OG0007025	NNAJ.chr_4	31745581	31754455
OG0007026	NNAJ.chr_17	12423792	12429942
OG0007029	NNAJ.chr_10	20526505	20528609
OG0007031	NNAJ.chr_13	4112209	4122493
OG0007032	NNAJ.chr_11	18692277	18707757
OG0007034	NNAJ.chr_7	153518	154779
OG0007036	NNAJ.chr_15	1796202	1801068
OG0007037	NNAJ.chr_6	34108913	34116268
OG0007038	NNAJ.chr_4	45535782	45550191
OG0007039	NNAJ.chr_9	23212338	23219759
OG0007042	NNAJ.chr_5	18817658	18826774
OG0007045	NNAJ.chr_10	6876536	6885947
OG0007050	NNAJ.chr_10	24683023	24685667
OG0007051	NNAJ.chr_3	11148150	11160432
OG0007056	NNAJ.chr_12	2827060	2834631
OG0007057	NNAJ.chr_3	29022902	29027610
OG0007062	NNAJ.chr_13	16608733	16612002
OG0007064	NNAJ.chr_3	44623652	44633389
OG0007065	NNAJ.chr_8	5654444	5660793
OG0007066	NNAJ.chr_6	33376452	33385718
OG0007068	NNAJ.chr_2	20122066	20126706
OG0007072	NNAJ.chr_5	26798009	26814018
OG0007078	NNAJ.chr_17	14163803	14168159
OG0007079	NNAJ.chr_6	12122407	12134737
OG0007081	NNAJ.chr_5	2807433	2814023
